#K-Path     Band-1    Band-2    Band-3    Band-4      ...     Band-n
  0.0000  -19.9595  -17.6711  -17.6711  -13.4020  -13.4020  -13.4020  -13.3760  -13.3760   -5.7578   -5.7578   -5.7578   -2.1078   -2.1078   -2.1078   -1.9402   -1.9402   -1.9402   -1.5710   -1.5710   -1.5710   -1.5628   -0.4959   -0.4959   10.9026
  0.0454  -19.9541  -17.6726  -17.6701  -13.4029  -13.4029  -13.4019  -13.3775  -13.3754   -5.7714   -5.7538   -5.7538   -2.1809   -2.1809   -2.1096   -1.9403   -1.8918   -1.8918   -1.7810   -1.5436   -1.5436   -1.3855   -0.4959   -0.4355   10.6425
  0.0908  -19.9407  -17.6773  -17.6673  -13.4054  -13.4054  -13.4018  -13.3820  -13.3737   -5.8112   -5.7418   -5.7418   -2.3120   -2.3120   -2.1148   -2.0328   -1.9403   -1.8318   -1.8318   -1.4657   -1.4657   -1.2295   -0.4957   -0.2782   10.2796
  0.1363  -19.9208  -17.6851  -17.6626  -13.4097  -13.4097  -13.4015  -13.3893  -13.3710   -5.8737   -5.7222   -5.7222   -2.4564   -2.4564   -2.3097   -2.1234   -1.9405   -1.7928   -1.7928   -1.3554   -1.3554   -1.0718   -0.4958   -0.0671    9.9058
  0.1817  -19.8944  -17.6963  -17.6562  -13.4155  -13.4155  -13.4011  -13.3994  -13.3672   -5.9538   -5.6949   -5.6949   -2.6058   -2.6058   -2.6012   -2.1350   -1.9407   -1.7678   -1.7678   -1.2282   -1.2282   -0.8950   -0.4958    0.1664    9.5270
  0.2271  -19.8579  -17.7108  -17.6476  -13.4226  -13.4226  -13.4118  -13.4006  -13.3626   -6.0454   -5.6601   -5.6601   -2.8942   -2.7552   -2.7552   -2.1466   -1.9409   -1.7430   -1.7430   -1.0912   -1.0912   -0.6934   -0.4958    0.4078    9.1479
  0.2725  -19.8157  -17.7287  -17.6388  -13.4308  -13.4308  -13.4264  -13.4000  -13.3571   -6.1428   -5.6182   -5.6182   -3.1884   -2.9047   -2.9047   -2.1668   -1.9412   -1.7207   -1.7207   -0.9563   -0.9563   -0.4959   -0.4695    0.6451    8.7696
  0.3180  -19.7670  -17.7510  -17.6284  -13.4428  -13.4399  -13.4399  -13.3994  -13.3511   -6.2420   -5.5697   -5.5697   -3.4785   -3.0527   -3.0527   -2.1854   -1.9415   -1.6994   -1.6994   -0.8240   -0.8240   -0.4960   -0.2270    0.8746    8.3914
  0.3634  -19.7130  -17.7766  -17.6155  -13.4604  -13.4497  -13.4497  -13.3987  -13.3446   -6.3372   -5.5134   -5.5134   -3.7626   -3.1974   -3.1974   -2.2023   -1.9418   -1.6789   -1.6789   -0.6963   -0.6963   -0.4959    0.0308    1.0935    8.0152
  0.4088  -19.6535  -17.8070  -17.6036  -13.4788  -13.4599  -13.4599  -13.3980  -13.3378   -6.4258   -5.4525   -5.4525   -4.0378   -3.3405   -3.3405   -2.2227   -1.9421   -1.6561   -1.6561   -0.5756   -0.5756   -0.4960    0.3005    1.2985    7.6417
  0.4542  -19.5898  -17.8411  -17.5914  -13.4977  -13.4701  -13.4701  -13.3973  -13.3310   -6.5040   -5.3861   -5.3861   -4.3021   -3.4807   -3.4807   -2.2430   -1.9425   -1.6334   -1.6334   -0.4961   -0.4627   -0.4627    0.5759    1.4897    7.2738
  0.4997  -19.5232  -17.8787  -17.5793  -13.5164  -13.4802  -13.4802  -13.3966  -13.3242   -6.5695   -5.3145   -5.3145   -4.5540   -3.6176   -3.6176   -2.2643   -1.9428   -1.6108   -1.6108   -0.4963   -0.3584   -0.3584    0.8532    1.6679    6.9120
  0.5451  -19.4549  -17.9193  -17.5676  -13.5345  -13.4898  -13.4898  -13.3959  -13.3176   -6.6211   -5.2379   -5.2379   -4.7900   -3.7510   -3.7510   -2.2835   -1.9431   -1.5890   -1.5890   -0.4964   -0.2646   -0.2646    1.1258    1.8353    6.5582
  0.5905  -19.3868  -17.9620  -17.5567  -13.5513  -13.4987  -13.4987  -13.3953  -13.3116   -6.6577   -5.1568   -5.1568   -5.0084   -3.8809   -3.8809   -2.3009   -1.9434   -1.5684   -1.5684   -0.4965   -0.1816   -0.1816    1.3841    1.9979    6.2144
  0.6359  -19.3207  -18.0052  -17.5468  -13.5665  -13.5066  -13.5066  -13.3947  -13.3061   -6.6795   -5.2064   -5.0713   -5.0713   -4.0070   -4.0070   -2.3164   -1.9437   -1.5497   -1.5497   -0.4966   -0.1102   -0.1102    1.6135    2.1658    5.8841
  0.6814  -19.2587  -18.0470  -17.5382  -13.5796  -13.5134  -13.5134  -13.3943  -13.3014   -6.6878   -5.3801   -4.9818   -4.9818   -4.1295   -4.1295   -2.3295   -1.9439   -1.5326   -1.5326   -0.4966   -0.0506   -0.0506    1.7976    2.3515    5.5726
  0.7268  -19.2059  -18.0849  -17.5312  -13.5902  -13.5188  -13.5188  -13.3939  -13.2976   -6.6853   -5.5283   -4.8884   -4.8884   -4.2483   -4.2483   -2.3399   -1.9441   -1.5196   -1.5196   -0.4967   -0.0041   -0.0041    1.9285    2.5442    5.2883
  0.7722  -19.1637  -18.1157  -17.5260  -13.5980  -13.5229  -13.5229  -13.3936  -13.2948   -6.6763   -5.6409   -4.7913   -4.7913   -4.3634   -4.3634   -2.3473   -1.9442   -1.5098   -1.5098   -0.4967    0.0294    0.0294    2.0130    2.7302    5.0493
  0.8176  -19.1365  -18.1359  -17.5228  -13.6028  -13.5253  -13.5253  -13.3934  -13.2931   -6.6669   -5.7128   -4.6908   -4.6908   -4.4746   -4.4746   -2.3516   -1.9443   -1.5038   -1.5038   -0.4967    0.0497    0.0497    2.0600    2.8697    4.8818
  0.8631  -19.1270  -18.1419  -17.5196  -13.6044  -13.5261  -13.5261  -13.3933  -13.2925   -6.6621   -5.7376   -4.5968   -4.5968   -4.5694   -4.5694   -2.3460   -1.9443   -1.5016   -1.5016   -0.4965    0.0574    0.0574    2.0773    2.9228    4.8202
  0.8631  -19.1270  -18.1419  -17.5196  -13.6044  -13.5261  -13.5261  -13.3933  -13.2925   -6.6621   -5.7376   -4.5968   -4.5968   -4.5694   -4.5694   -2.3460   -1.9443   -1.5016   -1.5016   -0.4965    0.0574    0.0574    2.0773    2.9228    4.8202
  0.9085  -19.1236  -18.1416  -17.5235  -13.6036  -13.5260  -13.5239  -13.3942  -13.2931   -6.6630   -5.7663   -4.6180   -4.5975   -4.5668   -4.5485   -2.3410   -1.9905   -1.5421   -1.4552   -0.4597    0.0519    0.0572    2.0888    2.9241    4.8383
  0.9539  -19.1135  -18.1373  -17.5287  -13.6013  -13.5258  -13.5174  -13.3967  -13.2947   -6.6632   -5.8450   -4.6741   -4.5933   -4.5572   -4.4906   -2.3061   -2.0955   -1.6479   -1.3492   -0.3648    0.0387    0.0596    2.1296    2.9280    4.8924
  0.9993  -19.0968  -18.1302  -17.5374  -13.5975  -13.5255  -13.5067  -13.4009  -13.2973   -6.6637   -5.9587   -4.7633   -4.5863   -4.5414   -4.4113   -2.2484   -2.2220   -1.7923   -1.2211   -0.2409    0.0171    0.0636    2.1976    2.9341    4.9805
  1.0448  -19.0739  -18.1206  -17.5493  -13.5924  -13.5250  -13.4922  -13.4065  -13.3008   -6.6647   -6.0935   -4.8806   -4.5765   -4.5199   -4.3241   -2.3552   -2.1689   -1.9589   -1.0859   -0.1096   -0.0126    0.0692    2.2931    2.9422    5.0997
  1.0902  -19.0446  -18.1084  -17.5645  -13.5863  -13.5243  -13.4742  -13.4135  -13.3051   -6.6665   -6.2389   -5.0192   -4.5635   -4.4928   -4.2376   -2.4900   -2.1321   -2.0694   -0.9478   -0.0491    0.0166    0.0764    2.4140    2.9512    5.2457
  1.1356  -19.0099  -18.0943  -17.5827  -13.5795  -13.5236  -13.4533  -13.4215  -13.3099   -6.6697   -6.3880   -5.1726   -4.5476   -4.4615   -4.1577   -2.6239   -2.3089   -1.9526   -0.8129   -0.0914    0.0848    0.1308    2.5578    2.9619    5.4136
  1.1810  -18.9702  -18.0786  -17.6045  -13.5723  -13.5228  -13.4305  -13.4300  -13.3150   -6.6751   -6.5363   -5.3351   -4.5287   -4.4267   -4.0864   -2.7552   -2.4855   -1.8226   -0.6819   -0.1392    0.0944    0.2298    2.7206    2.9729    5.5989
  1.2265  -18.9259  -18.0615  -17.6286  -13.5651  -13.5220  -13.4401  -13.4049  -13.3201   -6.6835   -6.6799   -5.4978   -4.5065   -4.3890   -4.0239   -2.8836   -2.6581   -1.6834   -0.5556   -0.1899    0.1050    0.3139    2.8966    2.9841    5.7960
  1.2719  -18.8776  -18.0432  -17.6550  -13.5584  -13.5211  -13.4501  -13.3789  -13.3248   -6.8163   -6.6962   -5.6548   -4.4809   -4.3495   -3.9694   -3.0079   -2.8243   -1.5378   -0.4355   -0.2425    0.1164    0.3837    2.9958    3.0816    6.0005
  1.3173  -18.8268  -18.0253  -17.6847  -13.5525  -13.5202  -13.4602  -13.3525  -13.3290   -6.9447   -6.7161   -5.8015   -4.4525   -4.3094   -3.9243   -3.1278   -2.9838   -1.3934   -0.3230   -0.2968    0.1281    0.4406    3.0051    3.2662    6.2058
  1.3627  -18.7738  -18.0068  -17.7152  -13.5478  -13.5193  -13.4700  -13.3322  -13.3265   -7.0620   -6.7433   -5.9302   -4.4199   -4.2695   -3.8851   -3.2429   -3.1316   -1.2500   -0.3498   -0.2189    0.1404    0.4870    3.0142    3.4479    6.4087
  1.4082  -18.7198  -17.9886  -17.7467  -13.5444  -13.5184  -13.4794  -13.3343  -13.3017   -7.1678   -6.7797   -6.0373   -4.3834   -4.2310   -3.8517   -3.3528   -3.2675   -1.1116   -0.4000   -0.1243    0.1528    0.5245    3.0221    3.6221    6.6047
  1.4536  -18.6661  -17.9718  -17.7795  -13.5424  -13.5176  -13.4882  -13.3354  -13.2786   -7.2611   -6.8251   -6.1213   -4.3435   -4.1951   -3.8238   -3.4572   -3.3893   -0.9860   -0.4476   -0.0403    0.1645    0.5543    3.0291    3.7805    6.7862
  1.4990  -18.6134  -17.9566  -17.8135  -13.5416  -13.5169  -13.4959  -13.3356  -13.2579   -7.3415   -6.8767   -6.1829   -4.3006   -4.1629   -3.8005   -3.5555   -3.4951   -0.8740   -0.4905    0.0332    0.1755    0.5776    3.0347    3.9221    6.9502
  1.5444  -18.5651  -17.9431  -17.8445  -13.5417  -13.5163  -13.5026  -13.3350  -13.2401   -7.4075   -6.9280   -6.2252   -4.2530   -4.1349   -3.7818   -3.6481   -3.5830   -0.7772   -0.5271    0.0936    0.1851    0.5961    3.0403    4.0425    7.0927
  1.5899  -18.5232  -17.9327  -17.8735  -13.5423  -13.5158  -13.5080  -13.3341  -13.2259   -7.4594   -6.9745   -6.2536   -4.2029   -4.1125   -3.7676   -3.7350   -3.6546   -0.7010   -0.5576    0.1409    0.1923    0.6094    3.0437    4.1369    7.2067
  1.6353  -18.4898  -17.9249  -17.8969  -13.5431  -13.5154  -13.5119  -13.3332  -13.2154   -7.4968   -7.0108   -6.2711   -4.1512   -4.0959   -3.8120   -3.7565   -3.7072   -0.6454   -0.5801    0.1756    0.1985    0.6186    3.0465    4.2054    7.2899
  1.6807  -18.4676  -17.9198  -17.9125  -13.5437  -13.5152  -13.5143  -13.3326  -13.2089   -7.5191   -7.0336   -6.2804   -4.1044   -4.0856   -3.8735   -3.7501   -3.7376   -0.6112   -0.5934    0.1967    0.2025    0.6243    3.0491    4.2477    7.3423
  1.7261  -18.4599  -17.9182  -17.9182  -13.5439  -13.5151  -13.5151  -13.3323  -13.2068   -7.5266   -7.0416   -6.2834   -4.0822   -4.0822   -3.9009   -3.7481   -3.7481   -0.6002   -0.5975    0.2037    0.2037    0.6261    3.0496    4.2619    7.3597
  1.7261  -18.4599  -17.9182  -17.9182  -13.5439  -13.5151  -13.5151  -13.3323  -13.2068   -7.5266   -7.0416   -6.2834   -4.0822   -4.0822   -3.9009   -3.7481   -3.7481   -0.6002   -0.5975    0.2037    0.2037    0.6261    3.0496    4.2619    7.3597
  1.7904  -18.4754  -17.9166  -17.9123  -13.5435  -13.5145  -13.5144  -13.3328  -13.2111   -7.5120   -7.0258   -6.2776   -4.1339   -4.0758   -3.8529   -3.7408   -3.7396   -0.6166   -0.5952    0.1940    0.1963    0.6223    3.0474    4.2335    7.3337
  1.8546  -18.5196  -17.9119  -17.8947  -13.5422  -13.5124  -13.5120  -13.3342  -13.2234   -7.4703   -6.9747   -6.2604   -4.2312   -4.0565   -3.7644   -3.7190   -3.7118   -0.6644   -0.5886    0.1673    0.1742    0.6115    3.0426    4.1499    7.2632
  1.9189  -18.5871  -17.9036  -17.8691  -13.5405  -13.5091  -13.5082  -13.3365  -13.2424   -7.4089   -6.8824   -6.2318   -4.3410   -4.0239   -3.6826   -3.6673   -3.6655   -0.7378   -0.5797    0.1239    0.1377    0.5934    3.0285    4.0172    7.1629
  1.9831  -18.6746  -17.8939  -17.8406  -13.5388  -13.5045  -13.5030  -13.3396  -13.2660   -7.3361   -6.7434   -6.1951   -4.4577   -3.9795   -3.6334   -3.6096   -3.5688   -0.8431   -0.5716    0.0646    0.0861    0.5667    2.9953    3.8313    7.0476
  2.0473  -18.7766  -17.8804  -17.8086  -13.5376  -13.4987  -13.4966  -13.3431  -13.2913   -7.2560   -6.5532   -6.1487   -4.5774   -3.9223   -3.5709   -3.5379   -3.4692   -0.9621   -0.5677   -0.0099    0.0205    0.5319    2.9307    3.6089    6.9547
