#K-Path     Band-1    Band-2    Band-3    Band-4      ...     Band-n
  0.0000  -20.0950  -17.8269  -17.8269  -13.4426  -13.4426  -13.4426  -13.4227  -13.4227   -5.8967   -5.8967   -5.8967   -3.3338   -3.3338   -3.3338   -2.2532   -2.2532   -2.2532   -1.8800   -1.8800   -1.6798   -1.6798   -1.6798   -1.6167   10.8372   10.8372   10.8372   11.0695   11.0695
  0.0454  -20.0896  -17.8283  -17.8260  -13.4434  -13.4434  -13.4425  -13.4242  -13.4221   -5.9134   -5.8934   -5.8934   -3.3489   -3.3489   -3.3338   -2.2549   -2.2401   -2.2401   -2.0569   -1.8800   -1.6968   -1.6747   -1.6747   -1.3924   10.5694   10.8225   10.8225   11.0824   11.3290
  0.0908  -20.0762  -17.8325  -17.8232  -13.4461  -13.4461  -13.4423  -13.4286  -13.4203   -5.9623   -5.8834   -5.8834   -3.3918   -3.3918   -3.3339   -2.3422   -2.2601   -2.2037   -2.2037   -1.8799   -1.6607   -1.6607   -1.6274   -1.1072   10.2048   10.7790   10.7790   11.1207   11.6335
  0.1363  -20.0563  -17.8397  -17.8186  -13.4503  -13.4503  -13.4420  -13.4359  -13.4175   -6.0388   -5.8671   -5.8671   -3.4568   -3.4568   -3.3341   -2.6406   -2.2684   -2.1505   -2.1505   -1.8800   -1.6428   -1.6428   -1.5079   -0.8245    9.8303   10.7067   10.7067   11.1839   11.8086
  0.1817  -20.0299  -17.8499  -17.8124  -13.4562  -13.4562  -13.4458  -13.4416  -13.4135   -6.1364   -5.8447   -5.8447   -3.5375   -3.5375   -3.3344   -2.9416   -2.2798   -2.0885   -2.0885   -1.8800   -1.6191   -1.6191   -1.3494   -0.5484    9.4512   10.6096   10.6096   11.2709   11.9212
  0.2271  -19.9933  -17.8633  -17.8041  -13.4634  -13.4634  -13.4580  -13.4411  -13.4086   -6.2482   -5.8163   -5.8163   -3.6276   -3.6276   -3.3346   -3.2368   -2.2911   -2.0237   -2.0237   -1.8801   -1.5787   -1.5787   -1.1590   -0.2770    9.0721   10.4970   10.4970   11.3814   12.0423
  0.2725  -19.9512  -17.8798  -17.7955  -13.4724  -13.4717  -13.4717  -13.4405  -13.4029   -6.3674   -5.7824   -5.7824   -3.7237   -3.7237   -3.5271   -3.3350   -2.3110   -1.9614   -1.9614   -1.8802   -1.5333   -1.5333   -0.9453   -0.0154    8.6939   10.3683   10.3683   11.5120   12.1805
  0.3180  -19.9025  -17.9004  -17.7854  -13.4885  -13.4810  -13.4810  -13.4398  -13.3966   -6.4895   -5.7436   -5.7436   -3.8229   -3.8229   -3.8096   -3.3353   -2.3293   -1.9065   -1.9065   -1.8803   -1.4786   -1.4786   -0.7161    0.2383    8.3159   10.2306   10.2306   11.6613   12.3377
  0.3634  -19.8487  -17.9242  -17.7728  -13.5058  -13.4908  -13.4908  -13.4391  -13.3898   -6.6085   -5.6990   -5.6990   -4.0830   -3.9221   -3.9221   -3.3358   -2.3458   -1.8803   -1.8590   -1.8590   -1.4167   -1.4167   -0.4780    0.4851    7.9400   10.0886   10.0886   11.8280   12.5143
  0.4088  -19.7893  -17.9526  -17.7612  -13.5240  -13.5011  -13.5011  -13.4384  -13.3827   -6.7216   -5.6517   -5.6517   -4.3445   -4.0214   -4.0214   -3.3362   -2.3658   -1.8804   -1.8178   -1.8178   -1.3500   -1.3500   -0.2376    0.7256    7.5668    9.9458    9.9458   12.0066   12.7055
