-1.0472 -1.70099
-1.0471 -1.70059
-1.047 -1.70019
-1.0469 -1.6998
-1.0468 -1.6994
-1.0467 -1.69901
-1.0466 -1.69861
-1.0465 -1.69821
-1.0464 -1.69782
-1.0463 -1.69742
-1.0462 -1.69703
-1.0461 -1.69663
-1.046 -1.69623
-1.0459 -1.69584
-1.0458 -1.69544
-1.0457 -1.69505
-1.0456 -1.69465
-1.0455 -1.69426
-1.0454 -1.69386
-1.0453 -1.69347
-1.0452 -1.69308
-1.0451 -1.69268
-1.045 -1.69229
-1.0449 -1.69189
-1.0448 -1.6915
-1.0447 -1.69111
-1.0446 -1.69071
-1.0445 -1.69032
-1.0444 -1.68993
-1.0443 -1.68953
-1.0442 -1.68914
-1.0441 -1.68875
-1.044 -1.68835
-1.0439 -1.68796
-1.0438 -1.68757
-1.0437 -1.68718
-1.0436 -1.68678
-1.0435 -1.68639
-1.0434 -1.686
-1.0433 -1.68561
-1.0432 -1.68522
-1.0431 -1.68483
-1.043 -1.68443
-1.0429 -1.68404
-1.0428 -1.68365
-1.0427 -1.68326
-1.0426 -1.68287
-1.0425 -1.68248
-1.0424 -1.68209
-1.0423 -1.6817
-1.0422 -1.68131
-1.0421 -1.68092
-1.042 -1.68053
-1.0419 -1.68014
-1.0418 -1.67975
-1.0417 -1.67936
-1.0416 -1.67897
-1.0415 -1.67858
-1.0414 -1.67819
-1.0413 -1.6778
-1.0412 -1.67741
-1.0411 -1.67702
-1.041 -1.67664
-1.0409 -1.67625
-1.0408 -1.67586
-1.0407 -1.67547
-1.0406 -1.67508
-1.0405 -1.67469
-1.0404 -1.67431
-1.0403 -1.67392
-1.0402 -1.67353
-1.0401 -1.67314
-1.04 -1.67276
-1.0399 -1.67237
-1.0398 -1.67198
-1.0397 -1.6716
-1.0396 -1.67121
-1.0395 -1.67082
-1.0394 -1.67044
-1.0393 -1.67005
-1.0392 -1.66966
-1.0391 -1.66928
-1.039 -1.66889
-1.0389 -1.6685
-1.0388 -1.66812
-1.0387 -1.66773
-1.0386 -1.66735
-1.0385 -1.66696
-1.0384 -1.66658
-1.0383 -1.66619
-1.0382 -1.66581
-1.0381 -1.66542
-1.038 -1.66504
-1.0379 -1.66465
-1.0378 -1.66427
-1.0377 -1.66388
-1.0376 -1.6635
-1.0375 -1.66312
-1.0374 -1.66273
-1.0373 -1.66235
-1.0372 -1.66197
-1.0371 -1.66158
-1.037 -1.6612
-1.0369 -1.66082
-1.0368 -1.66043
-1.0367 -1.66005
-1.0366 -1.65967
-1.0365 -1.65928
-1.0364 -1.6589
-1.0363 -1.65852
-1.0362 -1.65814
-1.0361 -1.65775
-1.036 -1.65737
-1.0359 -1.65699
-1.0358 -1.65661
-1.0357 -1.65623
-1.0356 -1.65584
-1.0355 -1.65546
-1.0354 -1.65508
-1.0353 -1.6547
-1.0352 -1.65432
-1.0351 -1.65394
-1.035 -1.65356
-1.0349 -1.65318
-1.0348 -1.6528
-1.0347 -1.65242
-1.0346 -1.65204
-1.0345 -1.65166
-1.0344 -1.65128
-1.0343 -1.6509
-1.0342 -1.65052
-1.0341 -1.65014
-1.034 -1.64976
-1.0339 -1.64938
-1.0338 -1.649
-1.0337 -1.64862
-1.0336 -1.64824
-1.0335 -1.64786
-1.0334 -1.64748
-1.0333 -1.6471
-1.0332 -1.64673
-1.0331 -1.64635
-1.033 -1.64597
-1.0329 -1.64559
-1.0328 -1.64521
-1.0327 -1.64484
-1.0326 -1.64446
-1.0325 -1.64408
-1.0324 -1.6437
-1.0323 -1.64333
-1.0322 -1.64295
-1.0321 -1.64257
-1.032 -1.6422
-1.0319 -1.64182
-1.0318 -1.64144
-1.0317 -1.64107
-1.0316 -1.64069
-1.0315 -1.64031
-1.0314 -1.63994
-1.0313 -1.63956
-1.0312 -1.63918
-1.0311 -1.63881
-1.031 -1.63843
-1.0309 -1.63806
-1.0308 -1.63768
-1.0307 -1.63731
-1.0306 -1.63693
-1.0305 -1.63656
-1.0304 -1.63618
-1.0303 -1.63581
-1.0302 -1.63543
-1.0301 -1.63506
-1.03 -1.63468
-1.0299 -1.63431
-1.0298 -1.63393
-1.0297 -1.63356
-1.0296 -1.63319
-1.0295 -1.63281
-1.0294 -1.63244
-1.0293 -1.63207
-1.0292 -1.63169
-1.0291 -1.63132
-1.029 -1.63095
-1.0289 -1.63057
-1.0288 -1.6302
-1.0287 -1.62983
-1.0286 -1.62945
-1.0285 -1.62908
-1.0284 -1.62871
-1.0283 -1.62834
-1.0282 -1.62797
-1.0281 -1.62759
-1.028 -1.62722
-1.0279 -1.62685
-1.0278 -1.62648
-1.0277 -1.62611
-1.0276 -1.62574
-1.0275 -1.62536
-1.0274 -1.62499
-1.0273 -1.62462
-1.0272 -1.62425
-1.0271 -1.62388
-1.027 -1.62351
-1.0269 -1.62314
-1.0268 -1.62277
-1.0267 -1.6224
-1.0266 -1.62203
-1.0265 -1.62166
-1.0264 -1.62129
-1.0263 -1.62092
-1.0262 -1.62055
-1.0261 -1.62018
-1.026 -1.61981
-1.0259 -1.61944
-1.0258 -1.61907
-1.0257 -1.6187
-1.0256 -1.61833
-1.0255 -1.61796
-1.0254 -1.6176
-1.0253 -1.61723
-1.0252 -1.61686
-1.0251 -1.61649
-1.025 -1.61612
-1.0249 -1.61575
-1.0248 -1.61539
-1.0247 -1.61502
-1.0246 -1.61465
-1.0245 -1.61428
-1.0244 -1.61392
-1.0243 -1.61355
-1.0242 -1.61318
-1.0241 -1.61281
-1.024 -1.61245
-1.0239 -1.61208
-1.0238 -1.61171
-1.0237 -1.61135
-1.0236 -1.61098
-1.0235 -1.61061
-1.0234 -1.61025
-1.0233 -1.60988
-1.0232 -1.60952
-1.0231 -1.60915
-1.023 -1.60878
-1.0229 -1.60842
-1.0228 -1.60805
-1.0227 -1.60769
-1.0226 -1.60732
-1.0225 -1.60696
-1.0224 -1.60659
-1.0223 -1.60623
-1.0222 -1.60586
-1.0221 -1.6055
-1.022 -1.60513
-1.0219 -1.60477
-1.0218 -1.6044
-1.0217 -1.60404
-1.0216 -1.60368
-1.0215 -1.60331
-1.0214 -1.60295
-1.0213 -1.60258
-1.0212 -1.60222
-1.0211 -1.60186
-1.021 -1.60149
-1.0209 -1.60113
-1.0208 -1.60077
-1.0207 -1.6004
-1.0206 -1.60004
-1.0205 -1.59968
-1.0204 -1.59932
-1.0203 -1.59895
-1.0202 -1.59859
-1.0201 -1.59823
-1.02 -1.59787
-1.0199 -1.5975
-1.0198 -1.59714
-1.0197 -1.59678
-1.0196 -1.59642
-1.0195 -1.59606
-1.0194 -1.5957
-1.0193 -1.59533
-1.0192 -1.59497
-1.0191 -1.59461
